Features,*[VRelProm] -> /Unstress/,*[V] -> /VV/,*[0] -> /Vfull/,*[0] -> /Vweak/,*[V] -> /Vweak/,*/VV/ -> |V|,*/V/ -> |VV|,*/Vfull/ -> |Vweak|,*/Vweak/ -> |Vfull|,*|Vfull| -> /Vweak/,*|Vweak| -> [Vfull],*|V| -> /VV/,*|VV| -> /V/,*/Vfull/ -> 0,*/Vweak/ -> V,*/V/ -> [VV],*/VV/ -> [V],*/alpha stress/ -> [-alpha stress],*/Unstress-iFull/,*/Unstress-Vfull/,*/Vweak/,*/StressVweak/,/FootBin/,/Align-PWd.R.Ft.R/,/Align-PWd.L.Ft.L/,/Align-Ft.R.PWd.R/,,
Transition,|kAgikaluu|,(2)/(k`AgI)ka(l'uu)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,,3
Transition,|kAgikaluu|,(2)/kA(g`Ika)(l'uu)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,1,2
Transition,|kAgIkaluu|,(2)/(k`agi)ka(l'uu)/,,,,,,,,,,,2,,,,,,,,,1,,,,,,3
Transition,|kAgIkaluu|,(2)/ka(g`ika)(l'uu)/,,,,,,,,,,,2,,,,,,,,,1,,,,,1,2
Transition,|kAgIkaluu|,(2)/(k`Agi)ka(l'uu)/,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,3
Transition,|kAgIkaluu|,(2)/kA(g`ika)(l'uu)/,,,,,,,,,,,1,,,,,,,,,,1,,,,1,2
Transition,|kAgIkaluu|,(2)/(k`agI)ka(l'uu)/,,,,,,,,,,,1,,,,,,,,,,1,,,,,3
Transition,|kAgIkaluu|,(2)/ka(g`Ika)(l'uu)/,,,,,,,,,,,1,,,,,,,,,1,1,1,,,1,2
Transition,|kAgIkaluu|,(2)/(k`AgI)ka(l'uu)/,,,,,,,,,,,,,,,,,,,,,2,1,,,,3
Transition,|kAgIkaluu|,(2)/kA(g`Ika)(l'uu)/,,,,,,,,,,,,,,,,,,,,,2,1,,,1,2
Transition,(2)/(k`agi)ka(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(k`agi)ka(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(k`agi)ka(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(k`agi)ka(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/ka(g`ika)(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/ka(g`ika)(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/ka(g`ika)(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/ka(g`ika)(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(k`Agi)ka(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(k`Agi)ka(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(k`Agi)ka(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(k`Agi)ka(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/kA(g`ika)(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/kA(g`ika)(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/kA(g`ika)(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/kA(g`ika)(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/(k`agI)ka(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(k`agI)ka(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(k`agI)ka(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/(k`agI)ka(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/ka(g`Ika)(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/ka(g`Ika)(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/ka(g`Ika)(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/ka(g`Ika)(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(k`AgI)ka(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/(k`AgI)ka(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/(k`AgI)ka(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(k`AgI)ka(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/kA(g`Ika)(l'uu)/,[(k'agi)ka(l'uu)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/kA(g`Ika)(l'uu)/,[ka(g'ika)(l'uu)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/kA(g`Ika)(l'uu)/,[k(g'ika)(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/kA(g`Ika)(l'uu)/,[(k'ag)ka(l'uu)],,,,,,,,,,,,,,,1,,,,,,,,,,,
*Transition,[m'an3gr`Am] (ignoring a and e insertion),/(m`ono)ka(l'ame)/,,,,,,,,,,,,,,,,,,,,1,,,,,,3
Transition,[m'an3gr`Am] (ignoring a and e insertion),/mo(n`oka)(l'ame)/,1,,,,,,,,,,,,,,,,,,,1,,,,,1,2
Transition,[m'an3gr`Am] (ignoring a and e insertion),/(m`Ono)ka(l'ame)/,,,,,1,,,,,,,,,,,,,,,1,1,1,,,,3
Transition,[m'an3gr`Am] (ignoring a and e insertion),/mO(n`oka)(l'ame)/,1,,,,1,,,,,,,,,,,,,,,,1,,,,1,2
Transition,[m'an3gr`Am] (ignoring a and e insertion),/(m`onO)ka(l'ame)/,,,,,1,,,,,,,,,,,,,,,,1,,,,,3
Transition,[m'an3gr`Am] (ignoring a and e insertion),/mo(n`Oka)(l'ame)/,1,,,,1,,,,,,,,,,,,,,,1,1,1,,,1,2
Transition,[m'an3gr`Am] (ignoring a and e insertion),/(m`OnO)ka(l'ame)/,,,,,2,,,,,,,,,,,,,,,,2,1,,,,3
Transition,[m'an3gr`Am] (ignoring a and e insertion),/mO(n`Oka)(l'ame)/,1,,,,2,,,,,,,,,,,,,,,,2,1,,,1,2
Transition,/(m`ono)ka(l'ame)/,|monokalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(m`ono)ka(l'ame)/,|mOnokalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(m`ono)ka(l'ame)/,|monOkalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(m`ono)ka(l'ame)/,|mOnOkalame|,,,,,,,,2,,,,,,,,,,,,,,,,,,
Transition,/mo(n`oka)(l'ame)/,|monokalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/mo(n`oka)(l'ame)/,|mOnokalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/mo(n`oka)(l'ame)/,|monOkalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/mo(n`oka)(l'ame)/,|mOnOkalame|,,,,,,,,2,,,,,,,,,,,,,,,,,,
Transition,/(m`Ono)ka(l'ame)/,|monokalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(m`Ono)ka(l'ame)/,|mOnokalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(m`Ono)ka(l'ame)/,|monOkalame|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/(m`Ono)ka(l'ame)/,|mOnOkalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/mO(n`oka)(l'ame)/,|monokalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/mO(n`oka)(l'ame)/,|mOnokalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/mO(n`oka)(l'ame)/,|monOkalame|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/mO(n`oka)(l'ame)/,|mOnOkalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(m`onO)ka(l'ame)/,|monokalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(m`onO)ka(l'ame)/,|mOnokalame|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/(m`onO)ka(l'ame)/,|monOkalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/(m`onO)ka(l'ame)/,|mOnOkalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/mo(n`Oka)(l'ame)/,|monokalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/mo(n`Oka)(l'ame)/,|mOnokalame|,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Transition,/mo(n`Oka)(l'ame)/,|monOkalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/mo(n`Oka)(l'ame)/,|mOnOkalame|,,,,,,,,1,,,,,,,,,,,,,,,,,,
Transition,/(m`OnO)ka(l'ame)/,|monokalame|,,,,,,,,,2,,,,,,,,,,,,,,,,,
Transition,/(m`OnO)ka(l'ame)/,|mOnokalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(m`OnO)ka(l'ame)/,|monOkalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/(m`OnO)ka(l'ame)/,|mOnOkalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,/mO(n`Oka)(l'ame)/,|monokalame|,,,,,,,,,2,,,,,,,,,,,,,,,,,
Transition,/mO(n`Oka)(l'ame)/,|mOnokalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/mO(n`Oka)(l'ame)/,|monOkalame|,,,,,,,,,1,,,,,,,,,,,,,,,,,
Transition,/mO(n`Oka)(l'ame)/,|mOnOkalame|,,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,|monokalame|,(2)/(m`ono)ka(l'ame)/,,,,,,,,,,,,,,,,,,,,1,,,,,,3
Transition,|monokalame|,(2)/mo(n`oka)(l'ame)/,,,,,,,,,,,,,,,,,,,,1,,,,,1,2
Transition,|monokalame|,(2)/(m`Ono)ka(l'ame)/,,,,,,,,,,1,,,,,,,,,,1,1,1,,,,3
Transition,|monokalame|,(2)/mO(n`oka)(l'ame)/,,,,,,,,,,1,,,,,,,,,,,1,,,,1,2
Transition,|monokalame|,(2)/(m`onO)ka(l'ame)/,,,,,,,,,,1,,,,,,,,,,,1,,,,,3
Transition,|monokalame|,(2)/mo(n`Oka)(l'ame)/,,,,,,,,,,1,,,,,,,,,,1,1,1,,,1,2
Transition,|monokalame|,(2)/(m`OnO)ka(l'ame)/,,,,,,,,,,2,,,,,,,,,,,2,1,,,,3
Transition,|monokalame|,(2)/mO(n`Oka)(l'ame)/,,,,,,,,,,2,,,,,,,,,,,2,1,,,1,2
Transition,|mOnokalame|,(2)/(m`ono)ka(l'ame)/,,,,,,,,,,,1,,,,,,,,,1,,,,,,3
Transition,|mOnokalame|,(2)/mo(n`oka)(l'ame)/,,,,,,,,,,,1,,,,,,,,,1,,,,,1,2
Transition,|mOnokalame|,(2)/(m`Ono)ka(l'ame)/,,,,,,,,,,,,,,,,,,,,1,1,1,,,,3
Transition,|mOnokalame|,(2)/mO(n`oka)(l'ame)/,,,,,,,,,,,,,,,,,,,,,1,,,,1,2
Transition,|mOnokalame|,(2)/(m`onO)ka(l'ame)/,,,,,,,,,,1,1,,,,,,,,,,1,,,,,3
Transition,|mOnokalame|,(2)/mo(n`Oka)(l'ame)/,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,1,2
Transition,|mOnokalame|,(2)/(m`OnO)ka(l'ame)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,,3
Transition,|mOnokalame|,(2)/mO(n`Oka)(l'ame)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,1,2
Transition,|monOkalame|,(2)/(m`ono)ka(l'ame)/,,,,,,,,,,,1,,,,,,,,,1,,,,,,3
Transition,|monOkalame|,(2)/mo(n`oka)(l'ame)/,,,,,,,,,,,1,,,,,,,,,1,,,,,1,2
Transition,|monOkalame|,(2)/(m`Ono)ka(l'ame)/,,,,,,,,,,1,1,,,,,,,,,1,1,1,,,,3
Transition,|monOkalame|,(2)/mO(n`oka)(l'ame)/,,,,,,,,,,1,1,,,,,,,,,,1,,,,1,2
Transition,|monOkalame|,(2)/(m`onO)ka(l'ame)/,,,,,,,,,,,,,,,,,,,,,1,,,,,3
Transition,|monOkalame|,(2)/mo(n`Oka)(l'ame)/,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,2
Transition,|monOkalame|,(2)/(m`OnO)ka(l'ame)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,,3
Transition,|monOkalame|,(2)/mO(n`Oka)(l'ame)/,,,,,,,,,,1,,,,,,,,,,,2,1,,,1,2
Transition,|mOnOkalame|,(2)/(m`ono)ka(l'ame)/,,,,,,,,,,,2,,,,,,,,,1,,,,,,3
Transition,|mOnOkalame|,(2)/mo(n`oka)(l'ame)/,,,,,,,,,,,2,,,,,,,,,1,,,,,1,2
Transition,|mOnOkalame|,(2)/(m`Ono)ka(l'ame)/,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,3
Transition,|mOnOkalame|,(2)/mO(n`oka)(l'ame)/,,,,,,,,,,,1,,,,,,,,,,1,,,,1,2
Transition,|mOnOkalame|,(2)/(m`onO)ka(l'ame)/,,,,,,,,,,,1,,,,,,,,,,1,,,,,3
Transition,|mOnOkalame|,(2)/mo(n`Oka)(l'ame)/,,,,,,,,,,,1,,,,,,,,,1,1,1,,,1,2
Transition,|mOnOkalame|,(2)/(m`OnO)ka(l'ame)/,,,,,,,,,,,,,,,,,,,,,2,1,,,,3
Transition,|mOnOkalame|,(2)/mO(n`Oka)(l'ame)/,,,,,,,,,,,,,,,,,,,,,2,1,,,1,2
Transition,(2)/(m`ono)ka(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(m`ono)ka(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(m`ono)ka(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(m`ono)ka(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/mo(n`oka)(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/mo(n`oka)(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/mo(n`oka)(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/mo(n`oka)(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,1,,,,,,,,,,,,
Transition,(2)/(m`Ono)ka(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(m`Ono)ka(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(m`Ono)ka(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(m`Ono)ka(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/mO(n`oka)(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/mO(n`oka)(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/mO(n`oka)(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/mO(n`oka)(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/(m`onO)ka(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(m`onO)ka(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(m`onO)ka(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/(m`onO)ka(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/mo(n`Oka)(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/mo(n`Oka)(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/mo(n`Oka)(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,1,1,,,,,,,,,,,
Transition,(2)/mo(n`Oka)(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,,,,,,,,,,,,,
Transition,(2)/(m`OnO)ka(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/(m`OnO)ka(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/(m`OnO)ka(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/(m`OnO)ka(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/mO(n`Oka)(l'ame)/,[(m'ono)ka(l'ame)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/mO(n`Oka)(l'ame)/,[mo(n'oka)(l'ame)],,,,,,,,,,,,,,,2,,,,,,,,,,,
Transition,(2)/mO(n`Oka)(l'ame)/,[m(n'oka)(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Transition,(2)/mO(n`Oka)(l'ame)/,[(m'on)ka(l'ame)],,,,,,,,,,,,,,,1,,,,,,,,,,,
Observation,[m'inIst3] (ignoring first foot),[mini(s'ita)],9,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[m'inIst3] (ignoring first foot),[minis(t'aa)],13.5,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[m'inIst3] (ignoring first foot),[minisi(t'aa)],13.5,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[k'ust3m3] (ignoring first foot),[kasi(t'oma)],28,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[k'ust3m3] (ignoring first foot),[kasito(m'aa)],15,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[sEpt'Emb3] (ignoring first foot),[sepi(t'ema)],35,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[mer'Idi3n] (ignoring footing. e insertion),[(m'eli)ti('ane)],9,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[pr'Ez3d`Ent] (ignoring footing. e and final i insertion),[pe(l'esi)(t'eni)],63,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[pr'Ez3d`Ent] (ignoring footing. e and final i insertion),[pe(l'es)(t'eni)],12,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[kr'Ist3l] (ignoring a insertions),[ka(l'isi)(t'ala)],112,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[kr'Ist3l] (ignoring a insertions),[ka(l'is)(t'ala)],97,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[fr'AkS3n] (ignoring i insertions),[(f'ala)ki(s'eni)],18,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[fr'AkS3n] (ignoring i insertions),[fa(l'aki)(s'eni)],24,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[fr'AkS3n] (ignoring i insertions),[f('laki)(s'eni)],24,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[k`ANg3r'u],[(k'agi)ka(l'uu)],46,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[k`ANg3r'u],[ka(g'ika)(l'uu)],18,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[k`ANg3r'u],[(k'ag)ka(l'uu)],46,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[m'an3gr`Am] (ignoring a and e insertion),[(m'ono)ka(l'ame)],80,,,,,,,,,,,,,,,,,,,,,,,,,
Observation,[m'an3gr`Am] (ignoring a and e insertion),[mo(n'oka)(l'ame)],38,,,,,,,,,,,,,,,,,,,,,,,,,
